{'num_neurons': 8, 'unit_c1': 3, 'unit_c2': 5, 'dr_f': 0.4141006253868248, 'learning_rate': 0.0009134924272615968, 'batch_size': 32, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 17, 'new_fc_2': 3, 'new_fc_3': 26, 'new_fc_4': 15, 'new_fc_5': 24, 'new_fc_6': 20, 'new_fc_7': 21, 'new_fc_8': 12, 'new_fc_9': 8, 'new_fc_10': 1}
{'num_neurons': 4, 'unit_c1': 1, 'unit_c2': 1, 'dr_f': 0.22184827933157986, 'learning_rate': 0.0006722066913209458, 'batch_size': 16, 'optimizer': 'Adam', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 14, 'new_fc_2': 7, 'new_fc_3': 6, 'new_fc_4': 24, 'new_fc_5': 18, 'new_fc_6': 8, 'new_fc_7': 13, 'new_fc_8': 15, 'new_fc_9': 3, 'new_fc_10': 28}
{'num_neurons': 8, 'unit_c1': 3, 'unit_c2': 6, 'dr_f': 0.171279161198, 'learning_rate': 0.000345235772, 'batch_size': 32, 'optimizer': 'Adagrad', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 2, 'new_fc_2': 17, 'new_fc_3': 24, 'new_fc_4': 4, 'new_fc_5': 7, 'new_fc_6': 29, 'new_fc_7': 29, 'new_fc_8': 2, 'new_fc_9': 17, 'new_fc_10': 31}
{'num_neurons': 16, 'unit_c1': 1, 'unit_c2': 1, 'dr_f': 0.138465869577, 'learning_rate': 0.000750939697, 'batch_size': 64, 'optimizer': 'Adam', 'activation': 'swish', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 27, 'new_fc_2': 20, 'new_fc_3': 20, 'new_fc_4': 31, 'new_fc_5': 11, 'new_fc_6': 23, 'new_fc_7': 5, 'new_fc_8': 27, 'new_fc_9': 11, 'new_fc_10': 26}
{'num_neurons': 4, 'unit_c1': 4, 'unit_c2': 3, 'dr_f': 0.20644759123860834, 'learning_rate': 0.000976683432288369, 'batch_size': 16, 'optimizer': 'Adagrad', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 11, 'new_fc_2': 28, 'new_fc_3': 31, 'new_fc_4': 4, 'new_fc_5': 28, 'new_fc_6': 6, 'new_fc_7': 27, 'new_fc_8': 31, 'new_fc_9': 10, 'new_fc_10': 16}
{'num_neurons': 8, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.39256050183509716, 'learning_rate': 0.00039864412897763584, 'batch_size': 64, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 16, 'new_fc_2': 9, 'new_fc_3': 11, 'new_fc_4': 21, 'new_fc_5': 6, 'new_fc_6': 0, 'new_fc_7': 8, 'new_fc_8': 29, 'new_fc_9': 8, 'new_fc_10': 27}
{'num_neurons': 8, 'unit_c1': 2, 'unit_c2': 1, 'dr_f': 0.4100315035874931, 'learning_rate': 0.0006043504727943865, 'batch_size': 8, 'optimizer': 'Adam', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 7, 'new_fc_2': 5, 'new_fc_3': 15, 'new_fc_4': 2, 'new_fc_5': 1, 'new_fc_6': 14, 'new_fc_7': 24, 'new_fc_8': 10, 'new_fc_9': 30, 'new_fc_10': 5}
{'num_neurons': 4, 'unit_c1': 4, 'unit_c2': 4, 'dr_f': 0.38882544470896874, 'learning_rate': 0.0006583298317133171, 'batch_size': 16, 'optimizer': 'SGD', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 27, 'new_fc_2': 32, 'new_fc_3': 32, 'new_fc_4': 27, 'new_fc_5': 21, 'new_fc_6': 1, 'new_fc_7': 29, 'new_fc_8': 25, 'new_fc_9': 7, 'new_fc_10': 16}
{'num_neurons': 32, 'unit_c1': 3, 'unit_c2': 1, 'dr_f': 0.40726099026525986, 'learning_rate': 0.0005885251315037701, 'batch_size': 32, 'optimizer': 'SGD', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 0, 'new_fc_2': 22, 'new_fc_3': 22, 'new_fc_4': 7, 'new_fc_5': 22, 'new_fc_6': 22, 'new_fc_7': 25, 'new_fc_8': 32, 'new_fc_9': 26, 'new_fc_10': 19}
{'num_neurons': 8, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.131334119919, 'learning_rate': 0.000170279174, 'batch_size': 16, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 6, 'new_fc_2': 1, 'new_fc_3': 17, 'new_fc_4': 24, 'new_fc_5': 20, 'new_fc_6': 15, 'new_fc_7': 28, 'new_fc_8': 9, 'new_fc_9': 10, 'new_fc_10': 29}
{'num_neurons': 8, 'unit_c1': 2, 'unit_c2': 1, 'dr_f': 0.4707578160432213, 'learning_rate': 0.0005701161898980843, 'batch_size': 16, 'optimizer': 'SGD', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 15, 'new_fc_2': 14, 'new_fc_3': 18, 'new_fc_4': 24, 'new_fc_5': 13, 'new_fc_6': 1, 'new_fc_7': 25, 'new_fc_8': 27, 'new_fc_9': 23, 'new_fc_10': 23}
{'num_neurons': 8, 'unit_c1': 3, 'unit_c2': 2, 'dr_f': 0.37993019432646313, 'learning_rate': 0.0001353520538155525, 'batch_size': 64, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 18, 'new_fc_2': 32, 'new_fc_3': 20, 'new_fc_4': 23, 'new_fc_5': 22, 'new_fc_6': 6, 'new_fc_7': 16, 'new_fc_8': 11, 'new_fc_9': 23, 'new_fc_10': 4}
{'num_neurons': 8, 'unit_c1': 2, 'unit_c2': 1, 'dr_f': 0.4100315035874931, 'learning_rate': 0.0006043504727943865, 'batch_size': 8, 'optimizer': 'Adam', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 7, 'new_fc_2': 5, 'new_fc_3': 15, 'new_fc_4': 2, 'new_fc_5': 1, 'new_fc_6': 14, 'new_fc_7': 24, 'new_fc_8': 10, 'new_fc_9': 30, 'new_fc_10': 5}
{'num_neurons': 8, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.39256050183509716, 'learning_rate': 0.00039864412897763584, 'batch_size': 64, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 16, 'new_fc_2': 9, 'new_fc_3': 11, 'new_fc_4': 21, 'new_fc_5': 6, 'new_fc_6': 0, 'new_fc_7': 8, 'new_fc_8': 29, 'new_fc_9': 8, 'new_fc_10': 27}
{'num_neurons': 4, 'unit_c1': 4, 'unit_c2': 3, 'dr_f': 0.20644759123860834, 'learning_rate': 0.000976683432288369, 'batch_size': 16, 'optimizer': 'Adagrad', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 11, 'new_fc_2': 28, 'new_fc_3': 31, 'new_fc_4': 4, 'new_fc_5': 28, 'new_fc_6': 6, 'new_fc_7': 27, 'new_fc_8': 31, 'new_fc_9': 10, 'new_fc_10': 16}
{'num_neurons': 8, 'unit_c1': 2, 'unit_c2': 1, 'dr_f': 0.4707578160432213, 'learning_rate': 0.0005701161898980843, 'batch_size': 16, 'optimizer': 'SGD', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 15, 'new_fc_2': 14, 'new_fc_3': 18, 'new_fc_4': 24, 'new_fc_5': 13, 'new_fc_6': 1, 'new_fc_7': 25, 'new_fc_8': 27, 'new_fc_9': 23, 'new_fc_10': 23}
{'num_neurons': 16, 'unit_c1': 4, 'unit_c2': 4, 'dr_f': 0.2783264654507119, 'learning_rate': 0.0006129490334504746, 'batch_size': 16, 'optimizer': 'Adamax', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 25, 'new_fc_2': 6, 'new_fc_3': 19, 'new_fc_4': 30, 'new_fc_5': 19, 'new_fc_6': 29, 'new_fc_7': 25, 'new_fc_8': 31, 'new_fc_9': 15, 'new_fc_10': 29}
{'num_neurons': 16, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.09132380875328275, 'learning_rate': 0.00023580106479163766, 'batch_size': 64, 'optimizer': 'SGD', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 31, 'new_fc_2': 27, 'new_fc_3': 10, 'new_fc_4': 31, 'new_fc_5': 6, 'new_fc_6': 15, 'new_fc_7': 15, 'new_fc_8': 29, 'new_fc_9': 0, 'new_fc_10': 8}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 1, 'dr_f': 0.30012981109793246, 'learning_rate': 0.0007727564084318107, 'batch_size': 16, 'optimizer': 'Adamax', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 22, 'new_fc_2': 13, 'new_fc_3': 11, 'new_fc_4': 1, 'new_fc_5': 23, 'new_fc_6': 13, 'new_fc_7': 27, 'new_fc_8': 28, 'new_fc_9': 2, 'new_fc_10': 32}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 1, 'dr_f': 0.30012981109793246, 'learning_rate': 0.0007727564084318107, 'batch_size': 16, 'optimizer': 'Adamax', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 22, 'new_fc_2': 13, 'new_fc_3': 11, 'new_fc_4': 1, 'new_fc_5': 23, 'new_fc_6': 13, 'new_fc_7': 27, 'new_fc_8': 28, 'new_fc_9': 2, 'new_fc_10': 32}
{'num_neurons': 16, 'unit_c1': 4, 'unit_c2': 4, 'dr_f': 0.2783264654507119, 'learning_rate': 0.0006129490334504746, 'batch_size': 16, 'optimizer': 'Adamax', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 25, 'new_fc_2': 6, 'new_fc_3': 19, 'new_fc_4': 30, 'new_fc_5': 19, 'new_fc_6': 29, 'new_fc_7': 25, 'new_fc_8': 31, 'new_fc_9': 15, 'new_fc_10': 29}
{'num_neurons': 8, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.10155391933084235, 'learning_rate': 0.0005092610506465839, 'batch_size': 32, 'optimizer': 'Adadelta', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 0, 'new_fc_2': 7, 'new_fc_3': 24, 'new_fc_4': 28, 'new_fc_5': 1, 'new_fc_6': 17, 'new_fc_7': 14, 'new_fc_8': 0, 'new_fc_9': 13, 'new_fc_10': 2}
{'num_neurons': 8, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.10155391933084235, 'learning_rate': 0.0005092610506465839, 'batch_size': 32, 'optimizer': 'Adadelta', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 0, 'new_fc_2': 7, 'new_fc_3': 24, 'new_fc_4': 28, 'new_fc_5': 1, 'new_fc_6': 17, 'new_fc_7': 14, 'new_fc_8': 0, 'new_fc_9': 13, 'new_fc_10': 2}
{'num_neurons': 16, 'unit_c1': 1, 'unit_c2': 5, 'dr_f': 0.377621461373, 'learning_rate': 0.000471265026, 'batch_size': 64, 'optimizer': 'Adadelta', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 5, 'new_fc_2': 2, 'new_fc_3': 24, 'new_fc_4': 7, 'new_fc_5': 4, 'new_fc_6': 9, 'new_fc_7': 6, 'new_fc_8': 32, 'new_fc_9': 27, 'new_fc_10': 32}
{'num_neurons': 4, 'unit_c1': 4, 'unit_c2': 3, 'dr_f': 0.39155186660909935, 'learning_rate': 0.0006511556003177436, 'batch_size': 8, 'optimizer': 'Adadelta', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 14, 'new_fc_2': 24, 'new_fc_3': 22, 'new_fc_4': 8, 'new_fc_5': 30, 'new_fc_6': 16, 'new_fc_7': 1, 'new_fc_8': 5, 'new_fc_9': 8, 'new_fc_10': 11}
{'num_neurons': 8, 'unit_c1': 4, 'unit_c2': 1, 'dr_f': 0.11565002153618065, 'learning_rate': 0.0009390706232553231, 'batch_size': 8, 'optimizer': 'Adam', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 11, 'new_fc_2': 14, 'new_fc_3': 22, 'new_fc_4': 27, 'new_fc_5': 2, 'new_fc_6': 7, 'new_fc_7': 17, 'new_fc_8': 23, 'new_fc_9': 9, 'new_fc_10': 5}
{'num_neurons': 32, 'unit_c1': 4, 'unit_c2': 7, 'dr_f': 0.20023704622438862, 'learning_rate': 0.000669118352852889, 'batch_size': 32, 'optimizer': 'Adamax', 'activation': 'swish', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 25, 'new_fc_2': 30, 'new_fc_3': 25, 'new_fc_4': 1, 'new_fc_5': 29, 'new_fc_6': 19, 'new_fc_7': 6, 'new_fc_8': 12, 'new_fc_9': 24, 'new_fc_10': 31}
{'num_neurons': 32, 'unit_c1': 2, 'unit_c2': 5, 'dr_f': 0.131260897174, 'learning_rate': 0.00031650035, 'batch_size': 32, 'optimizer': 'Adam', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 26, 'new_fc_2': 3, 'new_fc_3': 23, 'new_fc_4': 4, 'new_fc_5': 4, 'new_fc_6': 2, 'new_fc_7': 32, 'new_fc_8': 1, 'new_fc_9': 3, 'new_fc_10': 15}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 5, 'dr_f': 0.22218429935784414, 'learning_rate': 0.00039629732705190893, 'batch_size': 32, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 19, 'new_fc_2': 22, 'new_fc_3': 2, 'new_fc_4': 21, 'new_fc_5': 19, 'new_fc_6': 2, 'new_fc_7': 31, 'new_fc_8': 21, 'new_fc_9': 32, 'new_fc_10': 5}
{'num_neurons': 4, 'unit_c1': 4, 'unit_c2': 6, 'dr_f': 0.2432733618600543, 'learning_rate': 0.0007558338847963183, 'batch_size': 64, 'optimizer': 'Adagrad', 'activation': 'swish', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 22, 'new_fc_2': 0, 'new_fc_3': 23, 'new_fc_4': 13, 'new_fc_5': 3, 'new_fc_6': 7, 'new_fc_7': 13, 'new_fc_8': 22, 'new_fc_9': 29, 'new_fc_10': 11}
{'num_neurons': 16, 'unit_c1': 3, 'unit_c2': 5, 'dr_f': 0.4440651952494953, 'learning_rate': 0.0009851871815664544, 'batch_size': 16, 'optimizer': 'Adadelta', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 14, 'new_fc_2': 11, 'new_fc_3': 20, 'new_fc_4': 1, 'new_fc_5': 19, 'new_fc_6': 21, 'new_fc_7': 6, 'new_fc_8': 7, 'new_fc_9': 24, 'new_fc_10': 30}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 7, 'dr_f': 0.4825519325579686, 'learning_rate': 0.00039372104609266287, 'batch_size': 8, 'optimizer': 'SGD', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 31, 'new_fc_2': 23, 'new_fc_3': 12, 'new_fc_4': 5, 'new_fc_5': 28, 'new_fc_6': 24, 'new_fc_7': 1, 'new_fc_8': 26, 'new_fc_9': 20, 'new_fc_10': 17}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 1, 'dr_f': 0.45098642142321577, 'learning_rate': 0.0008317331319123802, 'batch_size': 16, 'optimizer': 'Adamax', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 17, 'new_fc_2': 26, 'new_fc_3': 4, 'new_fc_4': 1, 'new_fc_5': 1, 'new_fc_6': 24, 'new_fc_7': 31, 'new_fc_8': 1, 'new_fc_9': 19, 'new_fc_10': 14}
{'num_neurons': 16, 'unit_c1': 2, 'unit_c2': 2, 'dr_f': 0.208123085741, 'learning_rate': 0.00042380822, 'batch_size': 64, 'optimizer': 'SGD', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 24, 'new_fc_2': 32, 'new_fc_3': 27, 'new_fc_4': 11, 'new_fc_5': 5, 'new_fc_6': 9, 'new_fc_7': 12, 'new_fc_8': 1, 'new_fc_9': 5, 'new_fc_10': 31}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 5, 'dr_f': 0.22218429935784414, 'learning_rate': 0.00039629732705190893, 'batch_size': 32, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 19, 'new_fc_2': 22, 'new_fc_3': 2, 'new_fc_4': 21, 'new_fc_5': 19, 'new_fc_6': 2, 'new_fc_7': 31, 'new_fc_8': 21, 'new_fc_9': 32, 'new_fc_10': 5}
{'num_neurons': 4, 'unit_c1': 1, 'unit_c2': 8, 'dr_f': 0.22642513856347352, 'learning_rate': 0.0001103214494775024, 'batch_size': 8, 'optimizer': 'Adamax', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 27, 'new_fc_2': 20, 'new_fc_3': 3, 'new_fc_4': 19, 'new_fc_5': 9, 'new_fc_6': 7, 'new_fc_7': 22, 'new_fc_8': 0, 'new_fc_9': 16, 'new_fc_10': 29}
{'num_neurons': 4, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.4284059240557134, 'learning_rate': 0.0003238804629779214, 'batch_size': 16, 'optimizer': 'SGD', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 5, 'new_fc_2': 1, 'new_fc_3': 4, 'new_fc_4': 14, 'new_fc_5': 0, 'new_fc_6': 24, 'new_fc_7': 32, 'new_fc_8': 15, 'new_fc_9': 7, 'new_fc_10': 25}
{'num_neurons': 8, 'unit_c1': 3, 'unit_c2': 7, 'dr_f': 0.287392015826226, 'learning_rate': 0.0003480705567909871, 'batch_size': 8, 'optimizer': 'Adagrad', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 10, 'new_fc_2': 9, 'new_fc_3': 8, 'new_fc_4': 30, 'new_fc_5': 32, 'new_fc_6': 17, 'new_fc_7': 29, 'new_fc_8': 4, 'new_fc_9': 14, 'new_fc_10': 7}
{'num_neurons': 32, 'unit_c1': 2, 'unit_c2': 4, 'dr_f': 0.31999706337292577, 'learning_rate': 0.0005184118337387748, 'batch_size': 32, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 28, 'new_fc_2': 20, 'new_fc_3': 4, 'new_fc_4': 28, 'new_fc_5': 14, 'new_fc_6': 5, 'new_fc_7': 30, 'new_fc_8': 29, 'new_fc_9': 27, 'new_fc_10': 11}
{'num_neurons': 16, 'unit_c1': 1, 'unit_c2': 7, 'dr_f': 0.10993873339289764, 'learning_rate': 0.0003445603140847368, 'batch_size': 16, 'optimizer': 'Adadelta', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 2, 'new_fc_2': 10, 'new_fc_3': 16, 'new_fc_4': 28, 'new_fc_5': 30, 'new_fc_6': 9, 'new_fc_7': 8, 'new_fc_8': 22, 'new_fc_9': 6, 'new_fc_10': 24}
{'num_neurons': 8, 'unit_c1': 4, 'unit_c2': 6, 'dr_f': 0.458108861955, 'learning_rate': 0.000394031121, 'batch_size': 32, 'optimizer': 'Adagrad', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 28, 'new_fc_2': 20, 'new_fc_3': 11, 'new_fc_4': 7, 'new_fc_5': 11, 'new_fc_6': 30, 'new_fc_7': 8, 'new_fc_8': 5, 'new_fc_9': 19, 'new_fc_10': 4}
{'num_neurons': 64, 'unit_c1': 3, 'unit_c2': 4, 'dr_f': 0.05307999884939599, 'learning_rate': 0.0009420729690035383, 'batch_size': 8, 'optimizer': 'Adamax', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 27, 'new_fc_2': 10, 'new_fc_3': 1, 'new_fc_4': 31, 'new_fc_5': 26, 'new_fc_6': 23, 'new_fc_7': 24, 'new_fc_8': 23, 'new_fc_9': 31, 'new_fc_10': 25}
{'num_neurons': 4, 'unit_c1': 2, 'unit_c2': 7, 'dr_f': 0.3744079378556142, 'learning_rate': 0.00048336606550100907, 'batch_size': 64, 'optimizer': 'SGD', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 23, 'new_fc_2': 0, 'new_fc_3': 2, 'new_fc_4': 25, 'new_fc_5': 1, 'new_fc_6': 23, 'new_fc_7': 31, 'new_fc_8': 7, 'new_fc_9': 3, 'new_fc_10': 21}
{'num_neurons': 16, 'unit_c1': 2, 'unit_c2': 6, 'dr_f': 0.3597576182587413, 'learning_rate': 0.0003326883864529898, 'batch_size': 64, 'optimizer': 'Adamax', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 6, 'new_fc_2': 10, 'new_fc_3': 19, 'new_fc_4': 26, 'new_fc_5': 10, 'new_fc_6': 23, 'new_fc_7': 3, 'new_fc_8': 18, 'new_fc_9': 21, 'new_fc_10': 16}
{'num_neurons': 16, 'unit_c1': 2, 'unit_c2': 8, 'dr_f': 0.35028602831442934, 'learning_rate': 0.0009815553887002734, 'batch_size': 8, 'optimizer': 'Adagrad', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 18, 'new_fc_2': 15, 'new_fc_3': 2, 'new_fc_4': 32, 'new_fc_5': 28, 'new_fc_6': 29, 'new_fc_7': 31, 'new_fc_8': 30, 'new_fc_9': 21, 'new_fc_10': 12}
{'num_neurons': 64, 'unit_c1': 1, 'unit_c2': 2, 'dr_f': 0.2111964929009439, 'learning_rate': 0.0001601865428845731, 'batch_size': 32, 'optimizer': 'Adamax', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 27, 'new_fc_2': 6, 'new_fc_3': 15, 'new_fc_4': 1, 'new_fc_5': 0, 'new_fc_6': 32, 'new_fc_7': 31, 'new_fc_8': 20, 'new_fc_9': 17, 'new_fc_10': 16}
{'num_neurons': 4, 'unit_c1': 1, 'unit_c2': 8, 'dr_f': 0.22642513856347352, 'learning_rate': 0.0001103214494775024, 'batch_size': 8, 'optimizer': 'Adamax', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 27, 'new_fc_2': 20, 'new_fc_3': 3, 'new_fc_4': 19, 'new_fc_5': 9, 'new_fc_6': 7, 'new_fc_7': 22, 'new_fc_8': 0, 'new_fc_9': 16, 'new_fc_10': 29}
{'num_neurons': 64, 'unit_c1': 1, 'unit_c2': 2, 'dr_f': 0.4335783017381304, 'learning_rate': 0.00018370995590054646, 'batch_size': 64, 'optimizer': 'Adamax', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 31, 'new_fc_2': 20, 'new_fc_3': 29, 'new_fc_4': 29, 'new_fc_5': 10, 'new_fc_6': 9, 'new_fc_7': 21, 'new_fc_8': 4, 'new_fc_9': 15, 'new_fc_10': 10}
{'num_neurons': 4, 'unit_c1': 4, 'unit_c2': 3, 'dr_f': 0.39155186660909935, 'learning_rate': 0.0006511556003177436, 'batch_size': 8, 'optimizer': 'Adadelta', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 14, 'new_fc_2': 24, 'new_fc_3': 22, 'new_fc_4': 8, 'new_fc_5': 30, 'new_fc_6': 16, 'new_fc_7': 1, 'new_fc_8': 5, 'new_fc_9': 8, 'new_fc_10': 11}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 1, 'dr_f': 0.03866348439594974, 'learning_rate': 0.0006413492267178852, 'batch_size': 32, 'optimizer': 'SGD', 'activation': 'swish', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 31, 'new_fc_2': 21, 'new_fc_3': 3, 'new_fc_4': 1, 'new_fc_5': 28, 'new_fc_6': 8, 'new_fc_7': 10, 'new_fc_8': 19, 'new_fc_9': 30, 'new_fc_10': 7}
{'num_neurons': 8, 'unit_c1': 4, 'unit_c2': 1, 'dr_f': 0.48995415436852574, 'learning_rate': 0.00012028533788037058, 'batch_size': 32, 'optimizer': 'Adam', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 16, 'new_fc_2': 7, 'new_fc_3': 15, 'new_fc_4': 12, 'new_fc_5': 8, 'new_fc_6': 2, 'new_fc_7': 6, 'new_fc_8': 11, 'new_fc_9': 29, 'new_fc_10': 4}
{'num_neurons': 64, 'unit_c1': 1, 'unit_c2': 2, 'dr_f': 0.4271421603762291, 'learning_rate': 0.0007056292250616545, 'batch_size': 16, 'optimizer': 'Adagrad', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 23, 'new_fc_2': 12, 'new_fc_3': 4, 'new_fc_4': 4, 'new_fc_5': 8, 'new_fc_6': 6, 'new_fc_7': 17, 'new_fc_8': 6, 'new_fc_9': 4, 'new_fc_10': 27}
{'num_neurons': 8, 'unit_c1': 4, 'unit_c2': 5, 'dr_f': 0.06262103110045761, 'learning_rate': 0.000784493970380494, 'batch_size': 32, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 30, 'new_fc_2': 19, 'new_fc_3': 17, 'new_fc_4': 23, 'new_fc_5': 25, 'new_fc_6': 25, 'new_fc_7': 27, 'new_fc_8': 5, 'new_fc_9': 30, 'new_fc_10': 4}
{'num_neurons': 8, 'unit_c1': 1, 'unit_c2': 1, 'dr_f': 0.08508818742612703, 'learning_rate': 0.0007501838997754489, 'batch_size': 64, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 0, 'new_fc_2': 16, 'new_fc_3': 5, 'new_fc_4': 0, 'new_fc_5': 20, 'new_fc_6': 0, 'new_fc_7': 12, 'new_fc_8': 27, 'new_fc_9': 31, 'new_fc_10': 30}
{'num_neurons': 32, 'unit_c1': 4, 'unit_c2': 1, 'dr_f': 0.426416601405, 'learning_rate': 0.000697272437, 'batch_size': 16, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 23, 'new_fc_2': 7, 'new_fc_3': 27, 'new_fc_4': 2, 'new_fc_5': 25, 'new_fc_6': 32, 'new_fc_7': 8, 'new_fc_8': 28, 'new_fc_9': 16, 'new_fc_10': 17}
